UID,Club,Position,Age,DoB,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,PA,Training facilities,Div Rep,FCA
67157506,Ursaria,M/AM (C),29,3/6/1994 (29 years old),12,8,13,3117,6.92,15,11,10,9,8,2050,91,110,7,73,89
67157513,Recreativo de Huelva,M/AM (RL),28,26/6/1995 (28 years old),14,14,10,2224,6.84,12,12,13,12,10,3300,106,120,15,87,106
67157514,Castellón,D (C),28,14/6/1995 (28 years old),13,14,14,3244,6.97,11,12,14,7,8,3350,107,122,14,87,106
67157518,Racing de Ferrol,GK,28,9/1/1995 (28 years old),12,3,9,3690,6.70,9,10,12,20,5,4100,122,131,9,116,122
67157519,Teruel,D/WB/M/AM (L),28,24/5/1995 (28 years old),12,13,13,1942,6.58,1,12,20,10,15,1950,89,109,8,87,89
67157520,Athletic Club,"WB (L), M (RL), AM (RLC)",27,4/7/1995 (27 years old),12,14,13,2767,7.11,12,12,12,16,7,5700,139,153,18,178,141
67157531,Calahorra,M/AM (C),28,13/6/1995 (28 years old),12,9,12,314,7.10,4,9,9,20,13,2000,90,105,8,73,89
67157534,Eibar,ST (C),28,3/7/1995 (28 years old),14,11,12,3198,7.11,9,8,11,12,6,4400,128,135,13,116,127
67157535,Alavés,"DM, M/AM (C)",28,28/2/1995 (28 years old),15,15,11,2643,6.72,13,14,14,16,13,5000,130,135,13,178,129
67157541,Hércules,M/AM (C),30,21/4/1993 (30 years old),11,12,6,2180,7.00,5,7,11,7,4,2500,100,110,14,73,100
67157550,Amorebieta,D/WB (L),29,27/2/1994 (29 years old),15,11,12,3045,6.59,13,14,12,11,6,3450,109,119,8,116,110
67157553,Utebo,"AM (LC), ST (C)",29,26/3/1994 (29 years old),8,12,13,2895,6.87,14,12,10,20,6,2200,94,105,3,73,93
67157555,Sant Andreu,D (C),29,20/10/1993 (29 years old),14,13,8,2859,6.73,12,10,12,7,8,1350,77,89,10,73,77
67157583,Monza,D (C),29,31/8/1993 (29 years old),12,12,13,3267,6.67,11,12,14,13,10,5750,132,145,10,173,132
67157584,Ibiza,"M (L), AM (RL), ST (C)",31,19/3/1992 (31 years old),11,8,12,3194,6.88,8,11,13,12,10,4050,121,128,11,87,112
67157586,Ibiza,ST (C),28,11/11/1994 (28 years old),13,12,12,621,6.57,11,13,11,13,11,3750,105,126,11,87,104
67157610,Burgos,D/WB/M/AM (L),28,6/5/1995 (28 years old),13,12,12,2818,6.88,10,12,13,13,6,4100,122,129,12,116,122
67157612,Melilla,"DM, M/AM (C)",27,19/7/1995 (27 years old),18,12,11,168,6.65,13,10,14,14,11,2150,93,120,8,87,93
67157617,Racing de Ferrol,D/WB (L),29,18/4/1994 (29 years old),11,4,8,249,6.53,8,12,13,8,8,3250,105,115,9,116,104
67157624,Real Madrid,GK,28,3/10/1994 (28 years old),15,13,15,270,6.47,12,14,13,13,8,6550,141,160,18,178,141
67157634,Tenerife,"M (L), AM (LC), ST (C)",28,13/5/1995 (28 years old),12,12,15,2575,7.06,15,13,11,14,8,4350,127,138,14,116,126
67157742,Ponferradina,"DM, M (C)",30,7/10/1992 (30 years old),14,12,13,2815,7.09,12,10,13,12,8,3200,114,128,10,87,111
67158045,Sant Andreu,"AM (C), ST (C)",29,21/7/1993 (29 years old),12,6,13,431,6.53,11,12,12,10,14,2350,97,110,10,73,95
67158096,Alavés,"D (LC), WB (L)",27,18/10/1995 (27 years old),10,11,10,3309,6.93,11,11,13,8,14,4850,127,140,13,178,127
67158101,Terrassa,M/AM (LC),29,25/9/1993 (29 years old),12,9,13,2590,6.80,10,10,7,7,14,2350,97,100,11,73,94
67158501,Osasuna,"DM, M (C)",28,19/7/1994 (28 years old),16,15,14,3341,6.81,15,13,16,12,7,5100,132,142,15,178,134
67158519,Lugo,D (C),29,17/7/1993 (29 years old),15,15,14,965,6.75,12,13,10,8,7,2250,90,138,10,87,90
67159020,Deportivo La Coruña,D (C),28,11/3/1995 (28 years old),11,8,10,3562,6.95,6,12,11,10,13,3750,115,121,13,87,115
67159151,Racing de Ferrol,GK,29,22/11/1993 (29 years old),11,18,11,48,6.80,11,10,10,17,10,3900,108,118,9,116,108
67159152,Ceuta,ST (C),27,23/8/1995 (27 years old),10,9,14,229,6.47,4,8,12,20,11,2950,109,129,8,87,109
67159343,Atlético Paso,AM (LC),32,18/6/1991 (32 years old),12,13,13,3180,6.84,11,11,12,9,9,2800,105,116,7,73,97
67159627,Chania,"DM, M/AM (RLC)",34,28/6/1989 (34 years old),13,15,13,2003,7.05,12,12,10,15,7,2500,105,115,5,91,94
67167960,Numancia,D/WB/M (L),32,25/10/1990 (32 years old),12,12,12,2526,6.82,10,10,12,9,7,2900,108,113,15,73,98
67169241,Ibiza,M/AM (C),28,19/7/1994 (28 years old),11,12,14,125,6.76,9,9,9,13,10,3700,114,122,11,87,113
67169689,Sevilla,M/AM (LC),28,10/11/1994 (28 years old),16,12,13,3543,6.89,14,12,12,15,10,5350,137,155,16,178,137
67170779,Zamora,"M (L), AM (LC)",31,30/5/1992 (31 years old),12,14,12,1417,6.94,10,12,20,13,6,1750,85,95,12,73,83
67170824,Espanyol,"AM (RLC), ST (C)",30,23/9/1992 (30 years old),14,15,15,1330,7.23,13,12,11,14,11,5150,133,136,17,116,126
67171411,UCAM Murcia,ST (C),34,30/4/1989 (34 years old),11,15,11,91,6.70,14,11,13,17,9,2700,104,124,8,73,94
67171745,Paris Saint-Germain,GK,29,1/9/1993 (29 years old),16,10,9,0,0.00,14,11,12,10,8,5250,132,146,20,161,132
67172038,Castellón,"D (C), DM",30,15/11/1992 (30 years old),8,9,9,1120,6.97,13,7,11,9,13,3350,107,125,14,87,107
67172424,Intercity,"D (C), DM, M (C)",30,20/5/1993 (30 years old),16,15,10,2752,6.99,12,10,17,14,12,2900,108,130,9,87,108
67172717,Unionistas,"D (C), DM, M (C)",30,8/2/1993 (30 years old),11,9,9,3115,6.85,9,14,11,10,9,2750,105,109,9,87,103
67173044,Real Murcia,"DM, M (C)",29,4/2/1994 (29 years old),14,13,13,2163,6.92,13,12,13,12,12,3200,114,120,11,87,113
67173045,Rayo Vallecano,"M (R), AM (RC)",28,27/12/1994 (28 years old),16,15,14,1737,6.87,11,9,10,12,9,5450,139,144,12,178,140
67173046,C.D. Estepona,M/AM (L),28,16/6/1995 (28 years old),13,12,13,891,6.83,10,11,12,12,8,1900,88,104,11,73,86
67173047,Eldense,ST (C),30,11/4/1993 (30 years old),14,17,15,2159,6.56,14,15,9,14,16,5350,122,148,7,116,120
67173048,Bayer Leverkusen,ST (C),30,17/1/1993 (30 years old),16,14,11,2451,6.91,13,11,12,11,7,6450,144,155,17,173,144
67174728,Nîmes,GK,27,24/12/1995 (27 years old),11,11,12,1080,6.84,15,13,11,15,8,2750,105,122,13,85,105
67174729,Fulham,M/AM (RL),27,25/1/1996 (27 years old),11,14,14,2224,7.12,10,12,7,11,6,6100,137,154,16,185,137
67174731,Real Unión,D (RC),28,17/2/1995 (28 years old),13,14,14,3701,6.88,7,12,12,13,8,3750,115,125,8,87,115
67174733,Alcorcón,D (LC),26,23/8/1996 (26 years old),12,13,11,2184,6.66,16,13,9,12,13,3900,118,136,11,116,118
67174735,Las Palmas,"AM (RL), ST (C)",27,1/9/1995 (27 years old),15,12,17,2385,6.72,14,10,9,14,11,5800,132,150,14,178,132
67174736,Alzira,D (C),29,6/6/1994 (29 years old),12,3,11,2529,6.99,12,12,11,20,12,2300,96,108,7,73,95
67175052,Arsenal,"D (R), DM, M (C)",30,13/6/1993 (30 years old),14,14,14,2920,7.03,13,14,15,14,11,7000,155,162,19,185,156
67175123,Compostela,ST (C),32,8/2/1991 (32 years old),11,15,9,1394,6.84,5,13,11,11,10,2250,95,107,9,73,84
67175124,Real Murcia,D (C),32,9/1/1991 (32 years old),12,10,12,3280,6.89,4,9,13,8,12,3550,111,124,11,87,103
67175125,Fuenlabrada,"M (L), AM (RLC)",30,29/4/1993 (30 years old),12,15,15,2823,7.40,12,9,11,16,7,1750,100,104,10,87,100
67175126,C.D. Estepona,M (C),32,2/11/1990 (32 years old),11,8,7,1521,6.87,14,11,10,16,11,2450,99,110,11,73,88
67175163,Cornellà,"DM, M (C)",29,14/1/1994 (29 years old),13,13,12,3068,6.90,6,10,13,7,6,2500,100,120,12,87,99
67175209,Real Unión,"M (L), AM (LC)",29,27/9/1993 (29 years old),14,13,15,2853,7.06,2,11,11,19,7,3550,111,118,8,87,112
67175210,Barakaldo,M (C),30,5/6/1993 (30 years old),13,6,12,3093,7.31,8,14,9,20,6,1750,107,116,9,73,107
67175218,Deportivo La Coruña,D/WB (RL),33,26/2/1990 (33 years old),11,10,12,3016,6.92,18,12,14,15,9,4250,125,130,13,87,113
67175261,Andorra,M/AM (C),29,22/2/1994 (29 years old),10,13,13,0,0.00,13,9,8,8,3,3700,114,130,12,116,111
67175307,Zamora,GK,27,15/11/1995 (27 years old),11,10,11,3060,6.74,8,10,11,9,7,2250,95,105,12,73,95
67175314,Melilla,GK,32,16/4/1991 (32 years old),12,12,12,3510,6.61,12,10,8,14,8,2350,97,107,8,87,96
67175347,Ceuta,"D (C), DM, M (C)",31,22/7/1991 (31 years old),11,5,11,3115,6.93,14,13,14,17,1,2550,101,112,8,87,99
67175447,Eibar,"M (C), AM (LC), ST (C)",29,5/11/1993 (29 years old),13,14,13,2821,6.79,6,12,13,10,6,4500,130,135,13,116,129
67175521,Albacete,GK,30,18/2/1993 (30 years old),11,2,11,2460,6.91,10,10,13,12,6,3850,115,120,14,116,115
67175522,San Roque de Lepe,D/WB (L),31,12/3/1992 (31 years old),12,14,7,2973,6.97,11,12,8,15,6,1850,87,100,8,73,84
67175523,Linares,D/WB (L),28,26/10/1994 (28 years old),11,12,12,2104,6.80,16,11,14,12,9,4000,110,118,8,87,106
67175524,Melilla,D (RC),30,8/3/1993 (30 years old),14,16,12,3510,6.78,12,10,11,12,6,3150,102,116,8,87,101
67175525,Cádiz,D/WB/AM (R),30,23/4/1993 (30 years old),16,12,15,2853,6.86,12,10,12,11,14,4900,124,132,15,178,122
67175529,Peña Deportiva,D/WB (L),30,21/1/1993 (30 years old),10,1,12,2751,6.72,9,12,9,20,9,1650,83,108,10,73,79
67175565,Huesca,"AM (RLC), ST (C)",32,13/7/1990 (32 years old),15,14,14,801,6.95,12,11,9,12,13,3800,115,128,14,116,106
67175649,Real Oviedo,"D (C), DM, M (C)",31,5/5/1992 (31 years old),11,12,9,141,6.70,9,11,15,7,7,4000,120,126,15,116,120
67175651,Kifisia,M/AM (RL),29,5/3/1994 (29 years old),15,13,7,2924,6.63,9,12,10,12,12,2750,115,130,6,130,113
67176052,Navalcarnero,D (C),30,2/1/1993 (30 years old),12,3,10,2963,6.82,9,12,10,18,8,1800,86,104,10,73,85
67176056,Cartagena,"D/WB (R), M/AM (RL)",28,21/4/1995 (28 years old),14,13,12,2285,6.77,12,11,13,10,13,3750,115,131,13,116,116
67176057,Ponferradina,D/WB (R),27,17/2/1996 (27 years old),12,7,12,2777,6.94,2,12,13,13,12,2500,100,100,10,87,100
67176059,Cádiz,AM (R),28,10/2/1995 (28 years old),13,11,11,2098,6.86,14,12,10,8,9,4850,127,129,15,178,126
67176063,Zamora,M/AM (C),28,31/8/1994 (28 years old),9,10,8,2958,7.01,13,12,11,14,7,2250,95,110,12,73,95
67176110,Atlético Baleares,"D (C), DM",30,13/11/1992 (30 years old),12,17,9,621,6.82,3,11,9,8,12,2700,103,118,9,87,101
67176129,Sestao River,D/WB (R),28,15/2/1995 (28 years old),13,12,14,3090,6.74,10,8,13,14,11,2400,98,124,9,87,98
67176607,U. Adarve,AM (RC),31,13/8/1991 (31 years old),12,8,11,2515,6.78,12,13,12,12,6,2050,91,119,7,73,81
67176636,Orihuela,D (C),31,14/1/1992 (31 years old),11,16,11,356,6.74,16,11,12,20,8,1550,81,101,9,73,80
67176691,Cacereño,"D (LC), DM, M (C)",30,7/4/1993 (30 years old),9,10,13,2512,7.12,8,12,11,19,7,1900,88,110,8,73,88
67176962,Badalona Fut,ST (C),30,11/10/1992 (30 years old),10,6,10,2638,6.77,1,10,20,11,12,2300,96,106,11,73,90
67177054,Racing Cartagena,"M (C), AM (RLC), ST (C)",32,12/12/1990 (32 years old),10,15,11,2861,6.95,4,11,15,14,5,2250,95,98,7,73,89
67177395,Cacereño,D (LC),30,25/3/1993 (30 years old),9,2,9,3189,6.89,7,11,10,13,8,1600,82,90,8,73,82
67177396,UCAM Murcia,"D (LC), DM, M (C)",30,10/3/1993 (30 years old),10,5,11,3060,7.04,7,11,9,20,10,2500,100,110,8,73,100
67177483,Ibiza,M/AM (RC),29,18/8/1993 (29 years old),15,14,13,3130,6.95,13,10,12,12,6,3200,114,125,11,87,114
67177565,Málaga,"M (R), AM (RL), ST (C)",28,6/12/1994 (28 years old),10,11,8,122,6.60,5,10,11,7,7,2550,101,108,15,87,101
67177648,Eibar,M/AM (RL),31,7/7/1991 (31 years old),15,18,10,2638,7.09,11,11,16,8,5,4000,126,131,13,116,122
67177699,Osasuna,"D/WB (RL), M/AM (R)",31,18/7/1991 (31 years old),17,13,13,2956,6.78,10,13,12,11,7,5250,136,145,15,178,135
67177700,Linense,GK,29,26/9/1993 (29 years old),12,2,11,2611,6.81,9,11,12,15,11,2150,93,103,9,73,93
67177790,Náxara,D (LC),30,1/3/1993 (30 years old),11,1,10,1885,6.75,8,14,9,9,8,1500,80,84,8,73,77
67177834,Mensajero,AM (RLC),32,20/9/1990 (32 years old),4,5,7,2585,6.53,10,9,7,5,10,2000,100,125,9,73,89
67177835,Las Palmas,AM (RL),32,13/3/1991 (32 years old),12,12,14,0,0.00,13,10,11,10,5,4250,113,132,14,178,105
67177913,Linares,"M (RC), AM (C)",34,28/2/1989 (34 years old),13,18,10,2768,7.02,1,11,14,17,5,2500,100,100,8,87,91
67178038,Cádiz,"DM, M (C)",32,1/5/1991 (32 years old),15,14,12,42,7.00,14,14,14,11,9,4950,133,142,15,178,132
67178152,Marseille,GK,28,13/12/1994 (28 years old),15,10,13,4050,6.89,13,7,14,14,6,6000,142,143,16,161,143
67178170,Andorra,GK,29,18/9/1993 (29 years old),9,16,11,3600,6.83,11,11,12,16,7,3800,116,124,12,116,116
67178177,Valencia,D/WB/M/AM (L),28,25/5/1995 (28 years old),18,16,12,2988,7.21,14,15,15,12,8,7100,157,160,16,178,158
67178473,Águilas,"AM (LC), ST (C)",29,17/6/1994 (29 years old),13,15,12,2586,6.95,13,9,13,17,13,3400,98,107,8,73,97
67178956,Recreativo de Huelva,"M (RL), AM (RLC)",30,10/5/1993 (30 years old),12,6,14,678,6.58,9,10,9,20,7,1950,89,111,15,87,86
67178994,Terrassa,"AM (C), ST (C)",27,19/4/1996 (27 years old),13,13,11,1970,6.82,18,9,13,12,10,2450,89,113,11,73,89
67179143,Badajoz,GK,29,17/4/1994 (29 years old),12,11,8,0,0.00,15,12,11,15,9,2100,92,106,12,73,92
67179144,Córdoba,"D (LC), WB (L)",29,26/6/1994 (29 years old),11,10,11,1354,6.85,10,11,12,16,15,2750,95,115,13,87,94
67179152,Fuenlabrada,GK,27,21/10/1995 (27 years old),18,20,18,0,0.00,9,11,20,17,6,2750,105,117,10,87,102
67179154,Ceuta,D/WB (R),28,22/5/1995 (28 years old),10,17,11,770,6.63,8,13,9,9,15,2450,99,124,8,87,99
67179155,Marbella,"AM (RLC), ST (C)",27,28/2/1996 (27 years old),10,13,15,3379,7.14,10,12,13,9,15,2300,96,134,16,73,95
67179156,Elche,"DM, M/AM (C)",27,2/2/1996 (27 years old),12,13,11,1580,6.83,8,12,13,15,5,3950,119,153,15,116,119
67179200,Atlético Baleares,"DM, M (C)",29,1/1/1994 (29 years old),12,3,11,329,6.77,11,10,11,18,5,2400,99,109,9,87,98
67179209,Real Avilés,D (C),27,7/12/1995 (27 years old),10,3,9,129,6.87,12,10,12,10,7,1900,88,105,8,73,88
67179210,Rayo Majadahonda,"AM (LC), ST (C)",29,2/8/1993 (29 years old),18,12,4,1614,7.33,14,11,9,7,11,3950,109,139,12,87,108
67179221,Ciudad Real,D (L),29,4/9/1993 (29 years old),9,8,10,1780,6.70,1,13,9,9,5,1000,69,92,7,73,68
67179225,Guijuelo,D/WB/M/AM (L),32,30/4/1991 (32 years old),9,9,11,2618,6.78,4,12,12,17,5,1800,86,99,9,73,77
67179238,Elche,"DM, M (C)",28,20/11/1994 (28 years old),14,11,15,724,6.83,11,9,8,13,8,3700,114,125,15,116,113
67179296,G. Torrelavega,GK,30,19/6/1993 (30 years old),12,19,8,444,6.78,10,10,11,12,12,1500,80,105,8,73,80
67179302,Tudelano,"M (L), AM (LC)",30,29/3/1993 (30 years old),9,15,11,384,6.70,14,10,12,7,7,1900,88,91,8,73,85
67179318,Cayón,D (C),30,29/1/1993 (30 years old),11,12,11,827,6.73,8,11,11,16,5,1300,76,85,8,73,75
67179335,Tudelano,"DM, M (C)",29,5/4/1994 (29 years old),12,15,14,1527,6.78,12,11,9,19,4,1700,84,100,8,73,84
67179416,Atlético Saguntino,M/AM (RL),34,27/9/1988 (34 years old),9,14,13,1169,6.59,10,12,12,16,11,2350,97,108,2,73,87
67179442,Atlético Saguntino,D (C),29,14/2/1994 (29 years old),10,12,10,3066,6.83,11,11,13,12,7,1750,85,110,2,73,85
67179555,Gimnàstic Tarragona,GK,30,18/3/1993 (30 years old),11,9,9,3510,6.76,9,9,12,19,8,2500,100,122,14,87,100
67179633,Albacete,D (R),29,3/10/1993 (29 years old),9,7,14,0,0.00,8,13,12,7,5,3900,108,124,14,116,108
67179635,Real Oviedo,AM (RL),25,16/9/1997 (25 years old),9,13,12,45,6.50,7,12,10,20,12,3750,115,116,15,116,115
67179749,Real Zaragoza,D (C),33,21/8/1989 (33 years old),12,14,13,3047,6.96,5,12,12,12,11,4250,125,125,14,116,115
67179764,Algeciras,D/WB/AM (L),29,20/11/1993 (29 years old),11,10,11,3044,6.70,12,8,14,18,14,2550,101,122,8,87,100
67179847,Peña Deportiva,"AM (C), ST (C)",28,17/5/1995 (28 years old),11,13,11,11,0.00,5,7,20,16,9,1400,78,99,10,73,78
67179848,Alcoyano,M (C),28,4/11/1994 (28 years old),11,12,8,156,6.57,14,12,12,14,11,4600,107,115,10,87,107
67179931,Sant Andreu,AM (RLC),33,2/1/1990 (33 years old),11,15,10,1799,6.71,10,12,13,14,7,1850,87,92,10,73,76
67179947,Pontevedra,"DM, M/AM (C)",31,30/5/1992 (31 years old),11,12,12,2790,7.25,13,13,12,15,8,2100,92,124,10,73,91
67179969,Compostela,"D (LC), WB (L)",27,9/12/1995 (27 years old),11,13,9,516,6.85,3,11,7,8,6,1750,85,110,9,73,85
67179972,Compostela,"D (C), DM",29,26/4/1994 (29 years old),9,6,14,2749,6.92,11,9,11,10,3,2500,100,130,9,73,98
67180001,El Palo,"D (RC), WB (R)",32,3/10/1990 (32 years old),10,16,11,2013,6.80,10,13,18,11,5,1800,86,96,8,73,80
67180011,UP Langreo,AM (RL),29,4/8/1993 (29 years old),11,17,11,2748,6.90,9,11,14,9,10,2200,94,105,9,73,94
67180427,Gimnàstic Tarragona,D (C),30,4/4/1993 (30 years old),11,11,10,3078,6.86,7,10,20,15,11,2750,105,119,14,87,104
67180430,Burgos,"D (C), DM",30,5/3/1993 (30 years old),11,12,14,520,6.74,11,11,10,10,8,3800,116,125,12,116,114
67180737,Marbella,M (C),29,18/7/1993 (29 years old),10,3,10,1377,7.10,11,10,8,19,8,1900,88,114,16,73,88
67181072,Aris,ST (C),29,30/12/1993 (29 years old),12,12,13,3075,6.87,12,10,10,15,7,3000,125,140,9,130,125
67181404,Torino,ST (C),27,4/3/1996 (27 years old),14,13,13,1679,6.98,8,11,13,11,10,5300,136,140,15,173,136
67181739,Egüés,M/AM (C),29,24/1/1994 (29 years old),11,2,11,3150,6.70,12,13,12,11,5,2300,96,112,8,73,95
67181753,Osasuna,GK,30,5/6/1993 (30 years old),13,15,10,180,6.50,13,13,14,11,6,5100,132,142,15,178,132
67182671,Cultural Leonesa,"M (C), AM (LC)",27,20/2/1996 (27 years old),13,2,11,1670,7.02,13,9,10,10,13,3000,99,108,10,87,99
67182717,PAOK,"AM (RL), ST (C)",28,4/2/1995 (28 years old),9,13,13,3554,6.72,10,9,13,13,13,3000,120,125,14,130,120
67182777,Pontevedra,AM (C),26,30/10/1996 (26 years old),9,10,11,2970,6.92,18,13,9,12,7,2000,90,119,10,73,90
67183258,Real Oviedo,D (C),26,5/7/1996 (26 years old),12,3,11,0,0.00,13,9,13,12,11,4250,125,152,15,116,123
67183365,Albacete,"AM (L), ST (C)",29,19/10/1993 (29 years old),14,12,18,2934,6.96,12,10,13,12,10,4100,122,128,14,116,122
67183751,Penya Independent,D/WB (L),29,23/7/1993 (29 years old),10,8,10,537,6.56,15,11,8,14,11,1700,84,96,1,73,80
67183918,Real Sociedad,GK,28,24/3/1995 (28 years old),16,12,11,3780,6.97,12,10,14,11,4,6000,150,153,18,178,150
67183919,Izarra,M/AM (C),28,21/11/1994 (28 years old),8,5,9,2779,6.74,9,10,11,7,7,2250,95,105,8,73,92
67183968,Ibiza,"DM, M (LC), AM (C)",27,5/5/1996 (27 years old),11,5,9,2908,6.94,1,13,13,16,5,3050,111,131,11,87,111
67184127,Ceuta,GK,28,21/1/1995 (28 years old),11,16,10,2925,6.74,7,11,12,8,15,2550,101,117,8,87,101
67184140,Rayo Vallecano,M/AM (L),30,27/10/1992 (30 years old),15,14,12,419,7.13,13,15,12,9,3,5650,143,143,12,178,139
67184203,Linares,D (RC),27,17/6/1996 (27 years old),11,16,10,1513,6.68,16,9,15,9,5,2600,92,120,8,87,92
67184262,Arouca,"WB/M (R), AM (RLC)",28,6/7/1994 (28 years old),12,13,14,3038,6.86,10,13,9,12,9,4250,126,135,13,158,125
67184263,Real Oviedo,"DM, M/AM (C)",29,28/5/1994 (29 years old),13,14,14,45,6.80,12,14,14,11,15,4750,125,135,15,116,125
67184346,Badajoz,AM (RLC),26,29/8/1996 (26 years old),11,9,9,1376,7.01,10,12,12,10,9,1900,88,115,12,73,88
67184347,Athletic Club,"D/WB (RL), M/AM (R)",30,4/5/1993 (30 years old),14,12,14,1625,6.83,11,9,11,11,13,5300,136,144,18,178,129
67184348,Gimnàstic Tarragona,ST (C),28,3/7/1995 (28 years old),10,6,14,2744,6.81,6,12,13,20,6,3000,110,119,14,87,108
67184349,Athletic Club,"M (RL), AM (RLC), ST (C)",29,15/6/1994 (29 years old),13,12,14,3363,6.98,14,10,11,20,1,7200,159,159,18,178,159
67184399,Águilas,ST (C),30,19/1/1993 (30 years old),12,10,10,2157,6.75,5,10,10,19,9,1000,92,102,8,73,91
67184445,Amora,"D (C), DM, M (C)",25,20/9/1997 (25 years old),10,6,11,2558,6.98,8,12,12,18,9,2500,80,115,12,94,86
67184455,Recreativo de Huelva,GK,30,15/5/1993 (30 years old),14,15,8,3420,6.53,12,12,12,15,5,2700,104,120,15,87,104
67184472,Burgos,"M (RC), AM (RLC)",27,3/1/1996 (27 years old),11,14,12,2894,7.02,13,11,14,15,8,4500,130,141,12,116,130
67184473,Burgos,GK,29,3/5/1994 (29 years old),15,12,11,3600,6.72,15,9,11,13,8,4500,120,125,12,116,120
67184475,Huesca,D/WB/M/AM (R),29,28/7/1993 (29 years old),10,11,13,1497,6.77,12,12,12,15,8,4200,124,128,14,116,124
67184689,Elche,D (C),28,28/1/1995 (28 years old),12,13,12,3600,6.89,12,8,13,9,5,4150,123,129,15,116,123
67184697,Atlético Saguntino,"DM, M (C)",30,24/11/1992 (30 years old),13,9,11,2704,6.87,7,10,12,8,11,2800,96,110,2,73,94
67184879,Atlético Paso,D (C),28,12/1/1995 (28 years old),8,9,12,316,6.78,3,11,12,17,9,1500,79,100,7,73,77
67184882,Lleida Esportiu,D/WB/M (R),28,24/6/1995 (28 years old),10,6,11,2892,7.13,13,12,13,10,14,2150,93,118,14,73,92
67184883,Real Valladolid,"DM, M (C)",28,10/1/1995 (28 years old),12,15,13,428,6.97,12,9,13,14,8,3850,117,131,14,116,117
67184888,Chaves,ST (C),27,14/9/1995 (27 years old),10,11,14,3221,6.97,8,12,13,13,5,5000,130,132,13,158,130
67184889,Mallorca,D/WB (R),28,24/1/1995 (28 years old),11,13,11,692,7.10,11,12,14,10,8,4850,127,138,12,178,127
67185037,Nantes,"DM, M (C)",26,23/5/1997 (26 years old),13,13,13,2952,6.97,12,11,13,14,9,4000,128,133,14,161,128
67186117,Atlético Sanluqueño,D/WB/M/AM (L),29,11/8/1993 (29 years old),10,13,9,2163,6.78,4,10,12,12,15,2000,90,106,9,87,87
67186192,Burgos,"D (C), DM",30,25/4/1993 (30 years old),13,12,11,3431,6.94,13,12,13,9,8,4150,123,123,12,116,122
67186193,Recreativo de Huelva,M/AM (C),29,3/5/1994 (29 years old),8,17,13,8,0.00,13,11,20,9,14,2050,91,115,15,87,90
67186783,Fuenlabrada,D/WB (R),28,7/9/1994 (28 years old),16,13,13,3385,7.24,12,13,15,13,14,3400,118,129,10,87,118
67186869,Alavés,GK,26,11/8/1996 (26 years old),15,13,14,3540,6.92,12,12,14,13,14,5250,136,143,13,178,136
67187249,Sevilla,"DM, M (C)",28,6/7/1994 (28 years old),13,14,13,840,6.88,13,13,11,14,10,4950,129,149,16,178,128
67187251,Real Valladolid,"AM (R), ST (C)",29,20/3/1994 (29 years old),7,8,12,2085,6.98,12,14,11,10,11,4500,121,124,14,116,121
67187252,Intercity,"M (R), AM (RL), ST (C)",28,29/11/1994 (28 years old),8,6,8,2661,7.11,5,11,9,20,9,2750,105,125,9,87,104
67187253,Córdoba,D/WB (R),29,15/1/1994 (29 years old),13,13,11,2878,7.05,4,13,15,16,5,2900,108,111,13,87,107
67187296,Real Murcia,M/AM (C),27,28/10/1995 (27 years old),14,12,15,143,6.82,1,15,13,12,14,3100,112,125,11,87,112
67187680,Levante,D/WB/M/AM (R),31,8/2/1992 (31 years old),16,14,13,2853,6.75,15,12,12,9,12,5200,134,145,15,116,130
67187875,Burgos,"D (RLC), WB (R), DM",29,7/2/1994 (29 years old),10,10,11,3126,6.85,9,11,11,9,8,3700,114,114,12,116,114
67187879,Linense,"DM, M (C)",27,12/10/1995 (27 years old),11,14,12,2820,6.99,14,14,15,10,11,2750,105,119,9,73,104
67188934,Asteras Tripolis,D/WB/M (R),26,11/1/1997 (26 years old),14,13,13,2712,6.71,14,11,14,15,7,2750,115,125,10,130,115
67189525,Covadonga,"D/WB/M/AM (R), ST (C)",29,8/8/1993 (29 years old),11,11,13,2886,6.86,12,11,9,19,6,1750,85,90,8,73,85
67190072,Real Sociedad,D (RC),29,28/3/1994 (29 years old),15,16,12,4148,6.96,13,13,15,8,11,5750,145,145,18,178,145
67190075,Cultural Leonesa,D/WB/M/AM (R),29,11/1/1994 (29 years old),11,17,10,130,6.77,8,11,15,14,8,2550,101,115,10,87,101
67190076,Málaga,M/AM (C),28,10/2/1995 (28 years old),18,13,15,1647,7.12,12,12,12,12,7,3550,121,132,15,87,120
67190701,SD Logroñés,ST (C),28,26/4/1995 (28 years old),13,12,13,51,6.60,12,11,7,13,12,1850,87,95,8,87,87
67190718,Marbella,M/AM (L),31,24/3/1992 (31 years old),11,10,13,0,0.00,2,11,11,10,9,2100,92,100,16,73,90
67190782,Sestao River,"DM, M (C)",29,30/3/1994 (29 years old),10,11,14,3048,6.81,12,10,13,11,10,500,105,115,9,87,104
67190888,Girona,"DM, M (C)",26,28/6/1997 (26 years old),16,14,14,3349,6.92,12,14,16,13,6,5600,143,148,13,178,143
67191229,Real Oviedo,"M (RL), AM (RLC)",26,23/3/1997 (26 years old),11,14,9,231,7.12,13,9,10,16,5,3950,119,130,15,116,119
