index,Age,Prof,Det,Amb,Mins,Av Rat,Imp M,Pres,Cons,Ada,Inj Pr,WR,CA,Margin,Training facilities,Div Rep,Growth
13679,29.125256673511295,15,15,14,3960,6.78,14,13,11,20,5,4250,120,8,17,147,0
13684,31.10198494182067,11,14,13,2332,6.76,13,13,12,10,8,1500,95,1,3,66,-1
13687,28.919917864476385,9,14,12,3330,6.82,15,10,12,12,6,2500,109,9,8,117,0
13691,29.188227241615333,14,14,14,3780,6.98,15,14,16,14,5,5000,142,1,16,161,0
13694,29.464750171115675,12,13,10,2430,6.78,7,10,9,18,7,1750,92,8,3,66,0
13704,32.67898699520876,12,16,14,450,6.5,13,9,11,19,9,3700,115,17,11,87,-3
13720,31.67419575633128,12,14,13,731,6.57,8,11,11,11,8,2500,102,3,11,117,-1
13727,29.127994524298426,12,11,12,3150,6.59,2,9,12,8,8,2500,102,6,7,85,0
13730,28.511978097193705,12,5,10,3060,6.75,17,12,11,10,7,2500,96,9,14,85,2
13731,31.27173169062286,12,13,12,3060,6.91,12,12,12,12,5,2750,103,12,14,85,0
13733,29.23750855578371,12,14,12,3060,6.83,13,12,13,12,5,3550,126,3,15,161,0
13734,29.284052019164957,12,12,10,600,6.71,4,9,11,5,8,2500,102,8,10,117,0
13746,32.016427104722794,11,15,11,2430,6.64,7,12,12,16,7,1050,84,3,5,66,-2
13755,28.468172484599588,9,6,10,2430,6.64,12,10,19,13,13,750,75,7,3,66,0
13763,29.141683778234086,13,14,13,90,6.8,13,13,11,13,9,3350,114,8,14,161,0
13764,27.59479808350445,12,12,14,3690,6.71,11,12,13,20,8,3950,125,0,14,147,0
13765,29.267624914442163,16,13,10,2430,6.67,12,8,10,20,5,3000,96,32,8,66,0
13766,28.0,16,18,19,4140,7.0,14,15,16,15,11,7250,159,8,19,173,2
13776,26.529774127310063,12,10,10,624,6.67,12,12,11,12,14,1400,85,8,10,66,0
13792,31.59479808350445,9,11,10,450,7.14,12,9,10,11,8,2500,95,10,10,117,-2
13802,27.411362080766597,13,14,10,3510,6.55,10,12,11,14,6,2500,105,11,6,117,0
13805,30.258726899383984,11,13,10,2250,6.77,12,10,12,8,7,1350,85,9,5,66,0
13842,27.24435318275154,13,12,10,2225,6.6,14,12,11,9,8,1050,84,18,2,66,0
13853,32.20260095824778,12,11,12,180,6.9,13,8,12,7,6,3250,106,4,6,117,-3
13865,26.21218343600274,11,6,10,1929,6.57,12,9,11,12,12,1100,80,20,1,66,0
13887,27.378507871321013,12,16,13,971,6.91,10,11,12,19,6,2500,113,6,14,161,0
13900,26.354551676933607,15,13,11,1800,6.65,6,13,12,19,5,3850,123,17,16,117,0
13903,26.140999315537304,12,6,12,180,7.0,11,10,10,11,14,1500,86,16,5,85,0
13910,27.019849418206707,14,13,13,540,6.92,15,12,12,12,8,3500,123,3,14,161,0
13920,29.700205338809035,15,14,14,3150,6.87,13,13,12,14,10,2750,104,5,8,85,0
13925,26.469541409993155,13,10,12,270,6.87,3,8,11,20,5,2500,104,16,14,117,0
13932,26.518822724161534,9,4,11,3150,6.81,4,10,12,12,5,3750,118,7,14,117,0
13940,28.23545516769336,12,11,10,0,0.0,10,12,10,11,13,1500,90,7,5,85,0
13955,26.23134839151266,14,13,13,3690,6.77,13,12,13,8,6,3250,115,1,12,147,0
13956,26.425735797399042,12,12,12,2430,6.51,9,12,12,12,12,1500,89,9,5,66,0
13961,25.404517453798768,14,11,14,90,6.5,14,12,12,8,7,3800,106,10,12,116,0
13966,28.747433264887064,15,13,10,2176,6.81,6,13,12,15,7,3100,112,2,14,117,-1
13976,27.392197125256672,12,11,10,2258,6.89,14,11,9,14,7,1250,86,16,11,66,0
13978,29.336071184120467,15,13,10,2979,6.61,11,8,12,7,6,2750,105,5,5,117,0
13981,26.579055441478438,8,9,9,3420,6.81,13,7,11,12,12,2500,102,8,15,117,0
13994,25.073237508555785,14,13,12,0,0.0,13,12,13,16,7,3500,119,11,14,161,1
14027,29.4839151266256,11,14,12,0,0.0,9,13,8,13,5,900,65,36,6,72,0
14032,22.351813826146476,10,6,12,0,0.0,6,10,10,20,11,1500,86,24,16,134,1
14035,33.42368240930869,12,8,10,4282,6.8,10,4,12,14,11,1250,74,11,2,72,-5
14036,30.78986995208761,12,16,8,4590,6.85,11,8,8,11,5,1050,75,5,2,46,0
14053,29.12251882272416,8,10,7,4073,6.77,11,12,11,10,3,1750,78,28,7,72,0
14075,25.93839835728953,15,14,14,3330,6.97,15,14,14,11,7,5350,137,7,14,178,7
14111,23.381245722108144,10,12,9,90,6.8,12,8,12,10,6,1750,95,20,19,87,1
14119,20.856947296372347,10,12,8,0,0.0,8,13,19,8,11,750,60,15,9,107,0
14120,22.001368925393567,13,7,12,3179,6.8,11,10,15,19,9,3500,124,24,14,134,10
14137,22.466803559206024,13,8,12,270,6.97,3,10,12,18,7,3200,102,25,12,94,1
14149,30.469541409993155,15,12,12,3420,6.79,12,8,11,11,4,2500,104,21,11,107,2
14152,33.09514031485284,11,13,12,1342,6.68,12,9,9,11,2,2000,72,47,12,46,-2
14157,28.380561259411362,14,12,9,0,0.0,8,12,12,7,2,1750,75,35,12,85,2
14169,30.198494182067076,8,11,12,2701,6.88,9,9,7,8,1,1500,76,14,7,72,0
14196,27.76728268309377,11,17,10,3974,6.74,7,12,11,17,14,500,68,7,9,46,0
14215,21.251197809719372,18,12,8,0,0.0,6,9,8,17,5,800,47,13,6,85,0
14226,34.403832991101986,15,13,12,0,0.0,13,12,12,7,5,3250,106,16,14,125,-5
14230,32.47091033538672,16,15,15,0,0.0,16,16,18,7,3,3850,117,3,16,173,-2
14235,30.379192334017795,13,13,15,3150,6.87,14,13,11,10,6,2700,109,19,13,96,0
14239,32.6570841889117,16,13,13,180,7.0,11,17,13,6,2,3650,108,6,11,173,-3
14243,30.633812457221083,16,15,12,3060,6.84,12,12,16,8,6,4400,128,4,16,125,0
14245,34.639288158795345,13,8,7,630,7.07,14,13,15,6,3,3050,101,15,10,94,-6
14253,30.466803559206024,18,18,16,2815,6.76,16,15,16,8,7,4250,125,5,11,173,0
14255,30.140999315537304,17,12,10,0,0.0,12,10,10,6,8,5000,122,19,19,140,0
14257,32.33949349760438,11,3,9,2700,6.99,13,9,10,10,5,2500,101,1,12,96,-4
14258,32.16974674880219,16,13,13,793,7.18,12,14,13,12,8,5250,132,3,16,173,-2
14261,32.95277207392197,14,10,12,3810,7.0,13,10,15,18,3,5000,139,1,15,160,-3
14263,32.2217659137577,18,13,12,445,7.3,11,14,14,7,11,4350,127,3,19,173,-1
14269,30.652977412731005,14,14,13,1170,7.15,15,13,16,12,5,5500,136,0,20,185,-2
14275,30.406570841889117,16,15,13,2610,6.78,12,12,15,9,7,3900,118,4,14,125,0
14278,29.418206707734427,14,14,13,3270,6.88,13,16,17,6,10,3800,118,4,10,125,0
14290,31.082819986310746,15,11,10,390,6.92,8,7,8,5,8,4000,118,18,13,173,0
14295,28.67898699520876,16,16,13,3180,6.96,14,13,12,7,11,4800,126,6,16,173,2
14300,28.188911704312115,16,13,14,2891,6.88,16,16,16,12,3,5250,135,3,15,173,0
14316,27.942505133470227,12,12,12,0,0.0,4,13,12,6,9,3150,97,14,14,94,0
14317,29.900068446269678,15,12,10,3240,6.99,14,14,13,6,4,3600,112,3,15,94,1
14324,29.229295003422312,16,13,13,303,6.9,15,8,10,6,5,4300,116,4,16,173,0
14357,27.98904859685147,16,12,12,335,7.35,11,14,12,14,5,3400,108,7,11,173,0
14363,29.44284736481862,15,14,10,3175,6.87,12,12,12,6,12,3950,118,6,14,140,0
14364,28.035592060232716,7,13,12,180,6.75,16,8,12,5,10,3900,118,12,17,125,0
14378,30.012320328542096,13,12,10,0,0.0,16,11,15,6,9,3100,102,8,8,125,0
14380,27.37577002053388,13,13,13,2855,6.73,2,13,16,7,6,3500,104,5,8,94,0
14388,28.878850102669404,12,10,9,3180,6.9,16,8,10,7,13,4000,110,30,11,125,2
14389,29.215605749486652,15,13,12,3180,7.09,14,10,11,8,8,3850,117,9,12,125,1
14411,26.24229979466119,10,13,11,198,6.87,11,13,11,8,8,2400,96,1,9,94,0
14419,26.633812457221083,16,13,13,393,6.85,14,10,13,6,6,3400,108,9,14,125,3
14421,27.783709787816566,15,15,12,515,7.0,11,12,10,10,7,3250,104,12,9,110,0
14423,28.465434633812457,12,12,12,3015,7.18,12,12,14,6,7,2650,107,8,9,94,4
14457,25.697467488021903,16,13,13,270,6.93,14,14,15,11,8,4150,123,7,15,173,0
14468,26.012320328542096,15,16,13,2970,6.72,14,13,15,6,5,4250,125,5,12,125,4
14469,25.596167008898014,13,13,13,0,0.0,12,13,12,6,10,1550,98,1,7,94,0
14497,24.468172484599588,14,13,13,3420,6.86,10,14,10,7,8,3400,99,20,12,94,13
14498,24.435318275154003,14,12,10,2340,6.73,10,9,12,7,5,4000,110,13,10,125,0
14499,24.45448323066393,13,13,13,3060,6.77,5,13,16,9,8,3800,116,9,10,125,2
14524,24.246406570841888,15,13,12,3240,6.74,12,10,16,7,6,3800,116,10,11,125,3
14525,26.253251197809718,13,12,12,0,0.0,14,11,13,6,8,3500,108,10,11,173,0
14526,24.87337440109514,13,12,12,2820,6.77,7,13,13,6,7,3950,118,11,13,140,0
14551,23.42778918548939,16,12,14,3798,6.71,13,12,12,7,8,4000,119,22,17,140,2
14569,24.539356605065024,15,14,12,180,7.0,14,15,14,8,6,3750,115,10,16,125,0
14574,26.351813826146476,15,12,13,2610,6.62,12,12,13,8,11,3900,118,10,14,158,0
14583,24.465434633812457,12,12,10,0,0.0,4,8,10,6,4,3100,94,9,12,94,0
14586,26.362765229295004,16,15,14,2970,6.88,10,15,15,7,6,3750,105,14,13,94,5
14588,26.986995208761122,16,13,12,360,6.72,11,12,13,7,4,3650,113,9,15,125,1
14594,24.878850102669404,12,4,10,3450,6.96,9,11,12,20,5,3350,104,8,11,94,0
14602,23.444216290212182,15,14,13,3060,6.79,12,13,13,6,3,3600,113,13,14,125,7
14605,22.34360027378508,15,15,15,3420,7.01,12,13,13,8,7,3350,109,25,7,94,15
14609,22.305270362765228,12,10,13,569,6.79,15,10,19,17,10,2300,95,25,9,94,3
14627,22.38193018480493,13,13,13,0,0.0,11,13,13,6,14,2300,102,25,15,94,1
14657,21.78507871321013,14,16,16,1620,6.79,11,12,13,13,7,4250,121,24,18,160,2
14662,23.8466803559206,14,13,12,935,6.59,1,15,13,14,11,4500,125,12,14,173,0
14673,24.202600958247775,15,6,11,3180,6.77,11,9,15,15,9,3800,113,9,14,94,2
14699,21.10609171800137,16,16,16,4440,6.92,12,12,14,7,5,4500,123,36,18,173,19
14748,27.720739219712527,11,14,9,0,0.0,14,12,10,12,10,2250,95,15,15,173,0
14765,22.595482546201232,12,12,12,2790,6.99,10,9,11,4,8,3100,102,24,12,96,5
14770,24.295687885010267,12,14,12,0,0.0,6,9,20,8,5,2350,93,9,13,94,0
14774,20.87337440109514,12,17,10,0,0.0,4,12,14,14,12,2150,86,36,15,94,1
14777,21.36892539356605,13,11,13,759,6.71,12,9,20,19,6,3000,91,36,8,94,0
14793,21.683778234086244,12,16,13,0,0.0,13,14,13,6,14,2600,92,28,15,94,0
14799,21.845311430527037,13,12,12,630,6.7,13,10,12,10,6,2300,94,25,13,94,0
14803,22.28062970568104,14,11,11,0,0.0,7,12,15,9,11,1500,96,25,8,94,1
14807,21.598904859685145,10,5,10,405,6.54,7,12,12,15,11,2000,92,25,9,94,0
14817,22.833675564681723,12,12,11,2970,6.85,10,10,13,10,13,3050,101,16,13,94,0
14835,22.5927446954141,15,13,13,0,0.0,1,13,13,7,7,3600,112,23,18,173,1
14842,19.901437371663246,18,16,16,2700,6.9,13,16,17,7,5,3900,118,37,14,125,13
14865,31.329226557152634,15,12,12,3960,6.78,14,12,13,12,8,6500,145,18,16,185,0
14881,30.90759753593429,14,10,12,660,6.46,14,13,11,12,15,3750,106,6,10,94,-1
14883,29.1854893908282,13,13,14,660,7.03,13,8,13,13,5,5550,138,4,13,185,-1
14891,32.30116358658453,15,14,11,3180,6.72,17,14,17,8,4,4250,126,2,11,173,-1
14894,29.973990417522245,16,16,14,2910,6.98,13,14,16,7,10,4500,126,6,16,125,-1
14896,32.87337440109514,18,16,13,2535,6.83,18,14,14,8,3,3800,116,4,14,125,-3
14900,31.255304585900067,16,13,11,2545,6.94,14,14,11,6,11,3800,115,13,14,125,-1
14909,31.592060232717316,13,12,12,0,0.0,10,10,20,7,5,2000,92,9,11,94,0
14914,33.50581793292265,8,10,12,0,0.0,13,9,13,10,5,2750,98,5,8,94,-7
14941,30.830937713894592,14,13,10,1020,6.73,14,9,12,6,4,3350,107,13,10,125,-2
14948,31.189596167008897,9,11,8,2610,6.85,11,7,12,12,15,3350,110,5,5,91,-1
14959,30.053388090349078,14,16,16,3600,6.67,14,15,15,13,7,5750,138,4,11,185,0
14965,27.50171115674196,14,11,11,3150,6.79,12,10,17,6,8,3200,106,2,12,94,0
14976,29.754962354551676,14,12,13,3330,6.75,12,11,14,6,6,3500,109,1,9,94,0
14984,27.975359342915812,18,12,13,3240,6.93,13,15,15,7,10,4150,123,2,17,173,2
14988,27.581108829568787,14,15,16,450,7.42,14,13,13,15,6,5000,131,1,17,160,0
14994,25.267624914442163,16,13,15,3000,6.67,16,14,14,7,4,4400,128,9,15,173,2
14997,26.754277891854894,14,14,13,3150,6.77,12,12,14,8,5,5500,138,12,16,173,0
15000,25.05681040383299,16,14,15,270,7.07,11,11,11,10,7,3900,108,7,18,160,0
15002,25.251197809719372,14,13,16,3240,6.96,11,15,13,9,5,4150,130,7,18,161,0
15008,26.039698836413415,15,12,12,90,6.3,14,12,11,7,10,3700,114,6,11,125,0
15015,26.38466803559206,15,12,8,90,6.6,8,12,12,6,9,3100,102,8,14,125,0
15021,27.860369609856264,14,12,10,0,0.0,12,13,12,6,8,2700,108,12,14,94,1
15022,29.45927446954141,14,12,12,515,7.03,10,10,14,7,6,3400,108,4,14,125,-2
15024,26.406570841889117,14,13,11,2833,6.83,16,13,11,6,6,2750,104,3,9,94,3
15035,25.634496919917865,14,12,11,90,6.7,10,7,10,7,6,5150,123,12,18,173,0
15044,23.312799452429843,13,16,15,540,6.77,15,14,12,7,7,3250,103,16,8,110,0
15054,24.21902806297057,13,12,15,0,0.0,14,13,13,8,8,3400,108,10,13,173,1
15067,28.021902806297057,14,12,9,0,0.0,14,12,12,6,7,3250,105,4,14,125,0
15069,26.234086242299796,10,8,13,3420,6.92,13,14,12,7,4,3000,107,23,13,80,3
15072,26.09719370294319,16,12,9,0,0.0,10,12,13,6,5,2250,85,15,15,173,0
15094,21.190965092402465,10,14,13,2880,6.88,10,12,11,7,8,3250,100,36,10,94,12
15099,22.666666666666668,9,8,10,90,7.4,2,11,13,16,8,2050,93,16,9,94,0
15103,26.039698836413415,16,14,9,360,7.0,1,12,11,7,4,2400,105,2,9,94,0
15104,22.858316221765914,13,13,13,2414,6.66,11,13,15,7,5,3550,102,16,12,94,0
15109,23.121149897330596,12,16,14,0,0.0,13,14,15,7,10,3300,106,19,10,125,0
15112,22.43668720054757,15,14,13,0,0.0,13,14,13,7,8,2050,94,25,9,94,2
15133,24.854209445585216,7,12,12,795,6.67,9,8,10,7,6,3250,109,12,14,125,1
15135,24.799452429842574,13,15,13,4320,6.85,13,12,14,12,15,4250,124,12,10,134,1
15164,23.99726214921287,15,14,15,1213,6.56,10,10,10,15,2,2750,116,24,15,134,3
15186,20.361396303901437,12,11,10,0,0.0,7,11,8,14,7,1500,81,7,8,80,0
15198,29.678302532511978,11,7,11,4500,6.77,16,10,8,19,5,500,65,3,6,46,0
15204,23.800136892539356,11,7,12,2970,6.89,13,12,10,12,8,500,55,35,3,46,5
15229,25.037645448323065,11,11,10,0,0.0,8,11,8,20,6,500,60,40,3,46,0
15234,26.699520876112253,12,9,9,0,0.0,7,7,11,8,4,1250,87,8,8,107,0
15240,24.503764544832308,13,6,10,2794,6.76,7,11,14,10,8,2750,95,35,10,73,3
15249,25.00752908966461,12,9,13,180,6.55,10,11,14,14,2,400,63,12,3,72,0
15259,23.67419575633128,15,15,11,4220,6.97,12,14,12,10,6,500,78,12,6,46,0
15275,24.503764544832308,8,14,13,0,0.0,3,10,10,8,11,1000,65,20,7,91,1
15280,20.815879534565365,12,16,12,5190,6.81,10,12,20,11,7,2000,104,21,8,107,2
15291,22.740588637919235,10,5,12,90,6.6,13,11,12,16,12,3000,98,26,12,94,5
15315,25.869952087611225,15,15,13,1290,6.9,8,12,11,12,11,5000,120,20,13,130,2
15317,26.95687885010267,12,11,12,4410,6.76,12,8,12,13,5,3000,108,7,8,107,0
15330,23.627652292950035,15,14,15,180,7.2,12,17,14,15,2,4250,117,18,18,161,1
15337,24.386036960985628,12,4,10,360,7.0,10,10,11,18,10,2000,109,21,15,117,1
15341,22.105407255304584,13,16,12,3330,6.67,14,12,16,8,6,3900,118,22,15,94,1
15344,21.672826830937716,14,15,18,120,6.4,12,14,13,12,2,2000,105,30,13,158,0
15347,20.54757015742642,11,10,12,4320,6.72,16,10,11,12,6,1750,75,43,3,46,12
15352,20.366872005475702,15,14,14,201,6.77,14,14,11,11,12,2000,85,32,8,110,1
15364,29.073237508555785,16,13,17,3150,6.81,11,10,11,12,5,5250,128,6,15,161,0
15371,28.607802874743328,14,15,15,3926,6.89,13,13,13,10,6,4000,123,12,18,134,4
15376,27.227926078028748,9,13,12,2344,6.84,16,12,12,18,10,3100,115,10,11,130,0
15381,29.475701574264203,17,16,14,3060,6.91,12,14,15,15,10,5750,140,5,15,173,0
15399,25.571526351813826,17,18,17,3605,7.1,15,14,17,15,8,6500,156,6,19,173,0
15420,23.1813826146475,11,2,11,1080,6.7,13,12,10,9,10,1650,90,25,10,80,0
15456,22.297056810403834,10,4,9,180,6.25,10,12,3,19,10,1000,75,20,11,94,0
15462,20.57221081451061,11,12,12,0,0.0,12,12,4,12,13,50,57,11,12,86,0
15464,21.475701574264203,12,9,10,0,0.0,9,11,11,16,8,250,60,24,10,86,0
15490,24.580424366872005,10,11,10,90,8.1,11,10,11,12,5,750,75,10,8,110,0
15496,18.6694045174538,11,10,9,0,0.0,10,10,18,12,10,1500,70,28,18,185,4
15497,18.50239561943874,11,11,9,90,7.6,8,9,10,7,5,1750,70,35,13,107,11
15513,19.364818617385353,12,12,12,900,6.66,12,12,12,10,7,1750,96,39,15,85,6
15570,19.37577002053388,11,12,11,0,0.0,8,12,11,20,6,2500,95,45,18,160,3
15577,19.000684462696782,12,13,13,900,6.78,7,11,9,19,7,3250,118,32,18,160,4
15596,22.49965776865161,12,9,11,0,0.0,13,12,5,19,8,1300,76,29,9,73,1
15597,19.11567419575633,9,13,13,270,6.63,16,10,11,11,7,2600,97,19,18,160,0
15607,19.340177960301162,12,13,12,0,0.0,8,11,11,14,7,2250,95,23,17,160,0
15614,21.53867214236824,11,9,11,2520,6.74,8,12,11,16,13,1000,73,17,13,86,12
15624,22.17385352498289,10,11,14,0,0.0,2,13,20,9,13,50,55,19,10,86,0
15627,19.550992470910334,8,8,11,0,0.0,10,9,7,17,5,1500,65,48,18,134,2
15628,19.66324435318275,12,16,9,0,0.0,11,12,11,18,6,1000,67,46,13,107,6
15648,19.5564681724846,10,7,9,0,0.0,9,12,15,17,6,1750,73,13,19,134,0
15649,19.761806981519506,9,12,9,0,0.0,14,11,14,19,11,1750,75,23,20,185,10
15652,22.77344284736482,10,17,10,3150,6.81,3,11,12,9,5,1000,82,16,12,85,0
15654,20.878850102669404,10,10,12,0,0.0,11,9,10,7,11,1250,78,22,16,110,0
15656,23.619438740588638,11,8,12,2340,6.79,14,10,12,12,14,600,73,16,3,66,0
15659,22.937713894592743,11,6,12,3180,6.75,18,10,15,19,7,2350,97,13,10,87,0
15669,21.806981519507186,11,6,12,810,6.69,13,10,13,20,11,2750,93,35,14,158,5
15674,19.761806981519506,8,17,10,1688,6.65,11,10,9,13,9,1250,75,36,14,86,9
15693,21.00205338809035,12,8,8,3480,6.81,9,12,16,9,5,750,74,27,9,73,9
15702,19.444216290212182,16,13,14,0,0.0,7,10,13,10,4,1400,80,24,19,173,16
15706,20.802190280629706,11,13,10,2430,6.69,3,12,7,7,5,1250,80,20,11,94,5
15708,20.788501026694046,10,11,12,525,6.87,1,11,13,14,13,1750,90,32,14,104,3
15717,20.40520191649555,9,14,10,2430,6.59,10,13,17,14,5,750,70,20,12,86,9
15720,19.43600273785079,11,9,11,0,0.0,4,11,10,13,9,1750,80,60,14,185,7
15725,19.143052703627653,10,15,11,0,0.0,11,9,12,18,7,2750,91,40,18,160,1
15740,19.301848049281315,14,11,12,0,0.0,12,12,11,12,7,1850,83,30,16,173,3
15744,18.598220396988363,10,13,12,0,0.0,9,10,10,10,7,1200,58,63,13,120,10
15757,18.573579739904176,11,13,13,0,0.0,10,10,10,15,10,1000,78,21,18,173,2
15767,19.4031485284052,9,11,9,3060,6.67,5,12,10,20,7,1100,89,10,7,80,0
15798,19.42505133470226,11,16,13,2236,6.74,6,12,13,10,11,2000,92,47,18,96,8
15810,19.301848049281315,14,13,13,0,0.0,8,10,13,10,4,1150,78,18,19,173,3
15820,18.973305954825463,12,19,12,0,0.0,7,11,5,9,10,950,75,35,18,173,5
15828,18.84188911704312,11,9,9,0,0.0,8,12,10,19,5,1000,86,31,17,160,1
15842,19.252566735112936,11,10,12,0,0.0,10,10,8,19,14,1000,75,49,13,173,8
15844,19.49075975359343,12,2,12,0,0.0,7,12,14,11,14,700,83,4,11,120,0
15863,20.960985626283367,12,13,11,471,6.78,7,11,12,8,5,900,72,36,6,66,0
15870,19.362080766598222,13,13,10,1260,6.42,1,10,17,18,13,1500,70,42,14,130,15
15890,19.759069130732374,12,6,12,900,6.4,10,11,8,18,5,950,72,27,8,80,9
15901,19.006160164271048,9,14,11,0,0.0,11,12,10,20,6,750,58,23,18,120,5
15902,24.17248459958932,12,12,11,0,0.0,11,10,20,20,14,1000,70,25,5,91,1
15907,18.90759753593429,10,8,12,360,6.58,4,12,17,14,13,800,77,29,12,80,1
15915,21.073237508555785,12,14,14,2579,6.81,10,11,10,13,12,1600,91,36,5,85,4
15926,19.690622861054074,11,12,10,4590,6.66,8,10,11,14,11,2250,96,34,7,85,13
15939,19.236139630390145,13,13,11,0,0.0,17,9,10,9,10,1000,65,31,15,173,5
15951,19.824777549623544,11,8,11,3630,6.57,9,11,9,13,10,1000,88,22,5,80,5
15969,19.460643394934976,11,15,16,360,6.78,13,13,15,10,4,1750,94,36,13,80,4
16000,19.468856947296374,12,8,15,180,7.0,8,10,9,17,10,950,75,31,17,173,4
16050,21.921971252566735,7,9,12,270,6.47,6,11,14,19,10,700,69,19,12,86,0
16080,19.422313483915126,14,12,12,0,0.0,10,12,7,9,7,750,62,44,12,104,3
16091,22.989733059548254,11,16,12,3240,6.98,9,10,13,20,12,3750,115,25,15,116,12
16113,20.993839835728952,10,12,9,3090,6.81,11,11,10,10,9,1000,73,36,10,85,4
16117,22.455852156057496,11,4,10,90,7.0,2,13,11,15,5,1800,86,22,10,87,1
16137,19.293634496919918,10,4,12,0,0.0,6,10,12,14,11,1000,80,35,11,160,0
16143,19.449691991786448,11,14,8,0,0.0,8,12,12,13,13,1750,65,44,16,73,10
16148,19.633127994524298,11,12,13,4590,6.88,7,11,9,10,12,2750,102,16,9,72,0
16175,22.297056810403834,11,13,10,0,0.0,14,12,8,17,12,2050,91,29,2,87,0
16176,24.076659822039698,9,10,12,0,0.0,1,10,19,9,13,1250,75,20,5,91,3
16192,18.915811088295687,13,17,9,0,0.0,13,15,10,7,12,1050,84,23,16,85,4
16207,21.57700205338809,10,3,11,758,6.88,1,12,10,16,5,950,69,36,7,73,0
16211,19.255304585900067,11,8,10,360,6.65,14,11,6,9,11,1750,75,22,15,130,1
16219,19.159479808350444,10,11,10,0,0.0,5,13,8,12,5,1000,40,45,15,107,4
16221,19.71252566735113,10,12,11,0,0.0,13,12,8,9,8,2000,85,13,20,134,0
16223,18.855578370978783,13,4,14,450,7.02,10,10,11,12,7,950,75,10,5,80,0
16226,18.885694729637233,13,12,10,3040,6.84,15,11,12,7,4,950,87,8,7,80,3
16236,18.89664613278576,9,12,11,0,0.0,8,10,8,9,6,500,55,48,17,107,8
16261,20.194387405886378,12,9,11,1710,6.83,7,11,12,15,5,800,76,16,11,117,0
16278,19.356605065023956,10,19,13,3060,6.74,11,12,9,10,7,1500,80,29,2,73,14
16282,19.690622861054074,10,6,10,570,6.92,12,10,9,11,5,350,56,42,9,72,1
16299,22.069815195071868,12,8,10,0,0.0,6,9,19,18,6,1100,72,25,8,87,0
16310,19.652292950034223,9,13,11,0,0.0,6,11,9,14,12,850,60,44,15,134,6
16319,19.78097193702943,9,12,13,90,6.7,12,10,8,18,6,800,65,68,13,107,8
16335,19.696098562628336,13,12,13,0,0.0,1,12,12,8,7,2450,90,13,9,94,0
16347,19.772758384668034,10,10,11,0,0.0,11,11,20,20,6,700,69,11,9,110,0
16366,20.98836413415469,12,9,11,0,0.0,8,13,10,13,11,550,62,28,10,160,0
16367,19.813826146475016,13,2,12,0,0.0,8,9,8,17,15,1250,60,21,16,185,0
16375,19.06365503080082,11,5,11,0,0.0,1,10,10,16,14,700,56,33,10,107,0
16381,21.188227241615333,10,15,11,0,0.0,8,8,16,7,11,750,65,20,8,86,0
16387,20.28473648186174,8,8,10,0,0.0,8,10,8,15,13,250,60,5,12,86,0
16392,19.21697467488022,13,16,11,90,7.2,7,10,9,18,5,1000,72,47,14,158,9
16434,18.77344284736482,12,14,15,0,0.0,7,12,15,13,13,1300,85,40,14,134,11
16464,18.559890485968516,11,10,9,540,6.53,3,13,11,12,12,2250,97,23,18,160,1
16467,17.305954825462013,11,13,12,2880,6.77,11,8,13,18,7,2500,92,45,18,160,16
16486,19.329226557152634,12,6,12,0,0.0,13,11,16,16,6,750,60,46,9,130,3
16488,20.427104722792606,10,4,13,0,0.0,10,9,6,20,6,2250,76,12,12,85,0
16491,19.45242984257358,11,15,13,0,0.0,9,10,11,13,10,1000,79,17,17,85,3
16531,19.039014373716633,13,12,9,0,0.0,8,10,9,17,9,1650,88,46,20,158,7
16539,19.069130732375086,12,15,10,0,0.0,9,9,9,18,10,650,66,32,14,110,3
16552,20.046543463381244,11,8,9,0,0.0,6,9,11,8,7,1000,76,18,8,110,1
16554,22.480492813141684,11,9,11,0,0.0,2,9,15,11,7,1250,75,25,12,73,0
16557,19.27173169062286,12,5,12,0,0.0,12,12,8,13,10,900,70,11,8,80,0
16562,19.59753593429158,14,11,10,5160,6.93,11,13,12,12,6,2100,89,36,12,85,17
16568,19.340177960301162,16,17,16,0,0.0,4,14,14,10,4,2700,95,39,15,185,15
16572,19.37577002053388,10,11,12,0,0.0,10,11,7,15,5,600,62,38,13,158,12
16582,20.257357973990416,12,11,10,450,7.06,5,11,12,13,14,950,79,29,3,66,0
16583,19.411362080766597,11,9,11,3150,6.75,16,12,18,19,12,2900,108,27,18,160,0
16593,19.315537303216974,14,11,12,0,0.0,7,11,10,7,5,1150,70,26,15,134,10
16614,19.83025325119781,11,10,13,4950,6.86,2,9,11,9,7,2250,86,43,16,85,17
16627,19.83299110198494,12,10,13,270,7.17,13,13,12,17,6,2750,105,53,2,87,1
16631,20.424366872005475,13,17,16,0,0.0,9,12,10,20,13,1500,70,36,15,130,3
16638,22.562628336755647,12,9,9,2751,6.81,5,11,13,16,7,3350,102,16,8,94,0
16651,18.847364818617386,11,10,11,0,0.0,10,11,9,20,14,600,55,41,11,107,4
16655,21.15811088295688,14,12,11,2700,6.75,12,12,20,9,9,3700,114,26,1,87,9
16666,19.318275154004105,10,14,12,0,0.0,2,10,6,20,7,500,70,20,18,134,5
16694,19.64681724845996,12,7,10,0,0.0,7,10,10,13,9,1500,70,24,13,185,1
